Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Sudan,1200 ,<200 , 5600,,1800 ,<500 , 8100,,2800 ,<500 , 11 000,,4500 ,<1000 , 15 000,,7300 ,1400 , 21 000,,11 000 ,2200 , 26 000,,14 000 ,3100 , 29 000,,17 000 ,4300 , 32 000,,20 000 ,6400 , 35 000,,23 000 ,8000 , 37 000,,26 000 ,11 000 , 39 000,,28 000 ,14 000 , 40 000,,30 000 ,17 000 , 40 000,,32 000 ,20 000 , 40 000,,32 000 ,23 000 , 40 000,,32 000 ,25 000 , 39 000,,33 000 ,26 000 , 39 000,,33 000 ,28 000 , 38 000,,33 000 ,29 000 , 39 000,,34 000 ,29 000 , 39 000,,34 000 ,30 000 , 40 000,,34 000 ,30 000 , 40 000,,34 000 ,30 000 , 41 000,,35 000 ,31 000 , 40 000,,35 000 ,31 000 , 41 000,,35 000 ,31 000 , 40 000,,35 000 ,31 000 , 41 000,,35 000 ,31 000 , 41 000,,36 000 ,32 000 , 42 000,,37 000 ,32 000 , 43 000,,37 000 ,32 000 , 44 000,
Suriname,<500 ,<500 , <1000,,<500 ,<500 , 1000,,<1000 ,<500 , 1300,,<1000 ,<500 , 1700,,<1000 ,<1000 , 1800,,1200 ,<1000 , 2100,,1500 ,<1000 , 2400,,1700 ,1100 , 2700,,2000 ,1400 , 2900,,2300 ,1600 , 3200,,2600 ,1900 , 3400,,2800 ,2200 , 3500,,3100 ,2500 , 3800,,3300 ,2800 , 3900,,3400 ,2900 , 4000,,3500 ,3100 , 4100,,3600 ,3200 , 4200,,3700 ,3300 , 4300,,3800 ,3300 , 4400,,3800 ,3300 , 4500,,3900 ,3400 , 4600,,3900 ,3400 , 4600,,3900 ,3400 , 4600,,3900 ,3300 , 4600,,3800 ,3200 , 4600,,3800 ,3100 , 4500,,3700 ,3000 , 4600,,3600 ,2900 , 4500,,3500 ,2800 , 4500,,3400 ,2700 , 4400,,3300 ,2600 , 4300,
Sweden,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Switzerland,11 000 ,8700 , 12 000,"Children estimates were not available at the time of publication.",11 000 ,8900 , 13 000,"Children estimates were not available at the time of publication.",11 000 ,8800 , 13 000,"Children estimates were not available at the time of publication.",11 000 ,8600 , 13 000,"Children estimates were not available at the time of publication.",10 000 ,8200 , 12 000,"Children estimates were not available at the time of publication.",9700 ,7800 , 12 000,"Children estimates were not available at the time of publication.",9100 ,7300 , 11 000,"Children estimates were not available at the time of publication.",8700 ,6900 , 10 000,"Children estimates were not available at the time of publication.",8400 ,6700 , 10 000,"Children estimates were not available at the time of publication.",8300 ,6600 , 10 000,"Children estimates were not available at the time of publication.",8300 ,6700 , 10 000,"Children estimates were not available at the time of publication.",8400 ,6800 , 10 000,"Children estimates were not available at the time of publication.",8600 ,6900 , 10 000,"Children estimates were not available at the time of publication.",8700 ,7100 , 10 000,"Children estimates were not available at the time of publication.",8800 ,7100 , 11 000,"Children estimates were not available at the time of publication.",8900 ,7200 , 11 000,"Children estimates were not available at the time of publication.",9000 ,7200 , 11 000,"Children estimates were not available at the time of publication.",9000 ,7200 , 11 000,"Children estimates were not available at the time of publication.",9000 ,7100 , 11 000,"Children estimates were not available at the time of publication.",8900 ,7000 , 11 000,"Children estimates were not available at the time of publication.",8800 ,6900 , 11 000,"Children estimates were not available at the time of publication.",8700 ,6800 , 10 000,"Children estimates were not available at the time of publication.",8500 ,6600 , 10 000,"Children estimates were not available at the time of publication.",8300 ,6500 , 10 000,"Children estimates were not available at the time of publication.",8100 ,6300 , 9900,"Children estimates were not available at the time of publication.",7900 ,6000 , 9600,"Children estimates were not available at the time of publication.",7500 ,5800 , 9200,"Children estimates were not available at the time of publication.",7200 ,5500 , 8900,"Children estimates were not available at the time of publication.",6800 ,5200 , 8500,"Children estimates were not available at the time of publication.",6500 ,4900 , 8100,"Children estimates were not available at the time of publication.",6100 ,4600 , 7800,"Children estimates were not available at the time of publication."
Syrian Arab Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,1100 ,<1000 , 1500,,1800 ,1500 , 2100,,2700 ,2200 , 3000,,3600 ,3200 , 4000,,4700 ,4200 , 5100,,5800 ,5300 , 6200,,6800 ,6300 , 7300,,7700 ,7200 , 8200,,8600 ,8000 , 9100,,9300 ,8600 , 10 000,,9900 ,9200 , 11 000,,10 000 ,9700 , 11 000,,11 000 ,10 000 , 12 000,,11 000 ,10 000 , 13 000,,11 000 ,10 000 , 13 000,
Thailand,200 000 ,170 000 , 240 000,,350 000 ,300 000 , 420 000,,490 000 ,410 000 , 580 000,,590 000 ,500 000 , 690 000,,660 000 ,560 000 , 780 000,,710 000 ,610 000 , 830 000,,750 000 ,630 000 , 870 000,,760 000 ,650 000 , 890 000,,770 000 ,660 000 , 900 000,,780 000 ,670 000 , 900 000,,770 000 ,660 000 , 890 000,,750 000 ,650 000 , 870 000,,730 000 ,640 000 , 850 000,,710 000 ,610 000 , 820 000,,680 000 ,590 000 , 790 000,,660 000 ,570 000 , 760 000,,640 000 ,560 000 , 730 000,,630 000 ,540 000 , 710 000,,610 000 ,530 000 , 690 000,,600 000 ,520 000 , 670 000,,580 000 ,500 000 , 650 000,,560 000 ,480 000 , 630 000,,540 000 ,470 000 , 610 000,,520 000 ,450 000 , 590 000,,500 000 ,430 000 , 560 000,,480 000 ,410 000 , 540 000,,450 000 ,380 000 , 510 000,,430 000 ,360 000 , 490 000,,400 000 ,340 000 , 460 000,,380 000 ,310 000 , 430 000,,360 000 ,290 000 , 410 000,
Timor-Leste,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,
Togo,31 000 ,31 000 , 31 000,,35 000 ,35 000 , 35 000,,38 000 ,38 000 , 38 000,,43 000 ,43 000 , 43 000,,49 000 ,49 000 , 49 000,,55 000 ,55 000 , 55 000,,62 000 ,62 000 , 62 000,,69 000 ,69 000 , 69 000,,75 000 ,75 000 , 75 000,,80 000 ,80 000 , 80 000,,84 000 ,84 000 , 84 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 86 000,,86 000 ,86 000 , 87 000,,87 000 ,86 000 , 87 000,,86 000 ,85 000 , 87 000,,86 000 ,85 000 , 87 000,,85 000 ,83 000 , 87 000,,85 000 ,82 000 , 86 000,,83 000 ,81 000 , 85 000,,83 000 ,79 000 , 84 000,,81 000 ,78 000 , 83 000,
Trinidad and Tobago,1300 ,<1000 , 2100,"Children estimates were not available at the time of publication.",1600 ,1100 , 2500,"Children estimates were not available at the time of publication.",2000 ,1400 , 3000,"Children estimates were not available at the time of publication.",2400 ,1700 , 3500,"Children estimates were not available at the time of publication.",2900 ,2200 , 4000,"Children estimates were not available at the time of publication.",3500 ,2700 , 4600,"Children estimates were not available at the time of publication.",4000 ,3200 , 5200,"Children estimates were not available at the time of publication.",4600 ,3800 , 5800,"Children estimates were not available at the time of publication.",5300 ,4500 , 6400,"Children estimates were not available at the time of publication.",5900 ,5000 , 6900,"Children estimates were not available at the time of publication.",6500 ,5700 , 7500,"Children estimates were not available at the time of publication.",7100 ,6300 , 8000,"Children estimates were not available at the time of publication.",7600 ,6800 , 8500,"Children estimates were not available at the time of publication.",8100 ,7400 , 8900,"Children estimates were not available at the time of publication.",8500 ,7900 , 9200,"Children estimates were not available at the time of publication.",8800 ,8200 , 9500,"Children estimates were not available at the time of publication.",9100 ,8400 , 9800,"Children estimates were not available at the time of publication.",9300 ,8600 , 9900,"Children estimates were not available at the time of publication.",9300 ,8600 , 9900,"Children estimates were not available at the time of publication.",9300 ,8500 , 10 000,"Children estimates were not available at the time of publication.",9100 ,8400 , 9800,"Children estimates were not available at the time of publication.",8900 ,8100 , 9600,"Children estimates were not available at the time of publication.",8600 ,7800 , 9300,"Children estimates were not available at the time of publication.",8300 ,7400 , 9000,"Children estimates were not available at the time of publication.",7900 ,7100 , 8700,"Children estimates were not available at the time of publication.",7400 ,6600 , 8300,"Children estimates were not available at the time of publication.",7100 ,6300 , 7900,"Children estimates were not available at the time of publication.",6700 ,5900 , 7400,"Children estimates were not available at the time of publication.",6300 ,5500 , 7000,"Children estimates were not available at the time of publication.",5900 ,5100 , 6600,"Children estimates were not available at the time of publication.",5500 ,4700 , 6300,"Children estimates were not available at the time of publication."
Tunisia,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1000 ,<1000 , 1100,,1200 ,1100 , 1200,,1300 ,1300 , 1400,,1500 ,1400 , 1600,,1700 ,1600 , 1900,,1900 ,1700 , 2000,,2000 ,1800 , 2100,,2000 ,1900 , 2200,,2100 ,2000 , 2300,,2200 ,2100 , 2400,,2300 ,2100 , 2500,,2400 ,2200 , 2500,,2500 ,2300 , 2600,,2600 ,2400 , 2700,,2700 ,2500 , 2800,,2800 ,2500 , 3000,,2900 ,2600 , 3200,,3000 ,2700 , 3400,,3200 ,2800 , 3600,,3300 ,2900 , 3800,
Turkey,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
