Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Trinidad and Tobago,<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1400 ,1100 , 2000,"Children estimates were not available at the time of publication.",1700 ,1300 , 2300,"Children estimates were not available at the time of publication.",2000 ,1600 , 2600,"Children estimates were not available at the time of publication.",2300 ,1900 , 2900,"Children estimates were not available at the time of publication.",2700 ,2200 , 3200,"Children estimates were not available at the time of publication.",3000 ,2500 , 3500,"Children estimates were not available at the time of publication.",3300 ,2900 , 3800,"Children estimates were not available at the time of publication.",3600 ,3200 , 4100,"Children estimates were not available at the time of publication.",3900 ,3500 , 4300,"Children estimates were not available at the time of publication.",4100 ,3800 , 4600,"Children estimates were not available at the time of publication.",4400 ,4000 , 4800,"Children estimates were not available at the time of publication.",4600 ,4200 , 4900,"Children estimates were not available at the time of publication.",4700 ,4400 , 5100,"Children estimates were not available at the time of publication.",4800 ,4500 , 5200,"Children estimates were not available at the time of publication.",4900 ,4600 , 5200,"Children estimates were not available at the time of publication.",4900 ,4500 , 5200,"Children estimates were not available at the time of publication.",4800 ,4500 , 5200,"Children estimates were not available at the time of publication.",4800 ,4400 , 5100,"Children estimates were not available at the time of publication.",4700 ,4300 , 5000,"Children estimates were not available at the time of publication.",4500 ,4100 , 4900,"Children estimates were not available at the time of publication.",4300 ,4000 , 4700,"Children estimates were not available at the time of publication.",4100 ,3800 , 4500,"Children estimates were not available at the time of publication.",4000 ,3600 , 4400,"Children estimates were not available at the time of publication.",3800 ,3400 , 4200,"Children estimates were not available at the time of publication.",3600 ,3200 , 3900,"Children estimates were not available at the time of publication.",3300 ,2900 , 3700,"Children estimates were not available at the time of publication.",3100 ,2700 , 3500,"Children estimates were not available at the time of publication."
Tunisia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1100,,1100 ,1000 , 1200,,1200 ,1100 , 1300,,1300 ,1100 , 1400,,1400 ,1200 , 1500,
Turkey,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,410 000 ,370 000 , 460 000,,430 000 ,390 000 , 480 000,,450 000 ,410 000 , 490 000,,460 000 ,420 000 , 500 000,,470 000 ,430 000 , 500 000,,470 000 ,430 000 , 510 000,,470 000 ,440 000 , 510 000,,470 000 ,440 000 , 510 000,,470 000 ,440 000 , 510 000,,470 000 ,440 000 , 510 000,,470 000 ,440 000 , 510 000,,470 000 ,440 000 , 510 000,,470 000 ,440 000 , 510 000,,470 000 ,450 000 , 510 000,,480 000 ,450 000 , 510 000,,480 000 ,460 000 , 520 000,,500 000 ,470 000 , 530 000,,510 000 ,480 000 , 540 000,,520 000 ,500 000 , 560 000,,530 000 ,510 000 , 570 000,,550 000 ,520 000 , 590 000,,570 000 ,540 000 , 610 000,,580 000 ,560 000 , 620 000,,600 000 ,570 000 , 640 000,,620 000 ,590 000 , 660 000,,640 000 ,610 000 , 680 000,,660 000 ,620 000 , 700 000,,670 000 ,630 000 , 720 000,,680 000 ,640 000 , 730 000,,690 000 ,650 000 , 750 000,,700 000 ,650 000 , 750 000,
Ukraine,<1000 ,<200 , <1000,,1100 ,<500 , 2000,,2300 ,<1000 , 4200,,4700 ,2200 , 8200,,8800 ,4700 , 15 000,,15 000 ,9300 , 25 000,,25 000 ,16 000 , 38 000,,35 000 ,25 000 , 50 000,,47 000 ,35 000 , 63 000,,59 000 ,46 000 , 75 000,,70 000 ,56 000 , 86 000,,79 000 ,65 000 , 95 000,,87 000 ,72 000 , 100 000,,92 000 ,76 000 , 110 000,,96 000 ,80 000 , 110 000,,98 000 ,81 000 , 120 000,,99 000 ,81 000 , 120 000,,99 000 ,81 000 , 120 000,,98 000 ,80 000 , 120 000,,97 000 ,79 000 , 120 000,,96 000 ,78 000 , 120 000,,95 000 ,76 000 , 120 000,,94 000 ,75 000 , 120 000,,94 000 ,75 000 , 120 000,,94 000 ,75 000 , 120 000,,95 000 ,75 000 , 120 000,,94 000 ,75 000 , 120 000,,95 000 ,76 000 , 120 000,,96 000 ,76 000 , 120 000,,97 000 ,77 000 , 120 000,,99 000 ,79 000 , 120 000,
United Arab Emirates,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,
United Kingdom,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
United Republic of Tanzania,210 000 ,190 000 , 240 000,,260 000 ,230 000 , 290 000,,310 000 ,280 000 , 340 000,,360 000 ,330 000 , 390 000,,400 000 ,370 000 , 430 000,,440 000 ,400 000 , 470 000,,470 000 ,440 000 , 510 000,,500 000 ,470 000 , 540 000,,520 000 ,490 000 , 560 000,,540 000 ,510 000 , 580 000,,550 000 ,520 000 , 590 000,,560 000 ,530 000 , 600 000,,570 000 ,540 000 , 610 000,,570 000 ,540 000 , 610 000,,580 000 ,540 000 , 610 000,,580 000 ,550 000 , 610 000,,580 000 ,550 000 , 620 000,,590 000 ,550 000 , 620 000,,600 000 ,560 000 , 630 000,,610 000 ,570 000 , 650 000,,620 000 ,590 000 , 660 000,,640 000 ,610 000 , 680 000,,660 000 ,620 000 , 700 000,,690 000 ,650 000 , 730 000,,710 000 ,670 000 , 750 000,,740 000 ,690 000 , 780 000,,760 000 ,710 000 , 800 000,,780 000 ,730 000 , 830 000,,800 000 ,750 000 , 850 000,,810 000 ,760 000 , 860 000,,820 000 ,760 000 , 880 000,
United States,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",170 000 ,150 000 , 200 000,"Children estimates were not available at the time of publication.",170 000 ,150 000 , 200 000,"Children estimates were not available at the time of publication.",170 000 ,140 000 , 200 000,"Children estimates were not available at the time of publication.",170 000 ,140 000 , 200 000,"Children estimates were not available at the time of publication.",160 000 ,140 000 , 190 000,"Children estimates were not available at the time of publication.",160 000 ,140 000 , 190 000,"Children estimates were not available at the time of publication.",160 000 ,130 000 , 180 000,"Children estimates were not available at the time of publication.",150 000 ,130 000 , 180 000,"Children estimates were not available at the time of publication.",150 000 ,120 000 , 170 000,"Children estimates were not available at the time of publication.",140 000 ,120 000 , 170 000,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
