iso3,indicator,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,ethic,study_idx,observation_idx
ZAF,prevalence,lab,NA,MSM,Johannesburg,NA,NA,2016,NA,NA,NA,NA,0.437,NA,135,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,2507
SLE,prevalence,lab,NA,PWID,Bo,NA,NA,2021,NA,NA,NA,0.0016,0.0115,0.07730000000000001,158,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2508
ZAF,prevalence,lab,NA,TGW,Johannesburg,NA,NA,2016,NA,NA,NA,NA,0.694,NA,36,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,2512
SLE,prevalence,lab,NA,PWID,Bombali,NA,NA,2021,NA,NA,NA,0.047400000000000005,0.09609999999999999,0.18510000000000001,159,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2513
RWA,prevalence,lab,NA,TGW,Kigali,NA,NA,2018,NA,NA,NA,NA,0.094,NA,106,"HIV infection and engagement in HIV care cascade among men who have sex with men and transgender women in Kigali, Rwanda: a cross-sectional study",https://pubmed.ncbi.nlm.nih.gov/33000912/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,168,2514
SLE,prevalence,lab,NA,FSW,Freetown,NA,NA,2021,NA,NA,NA,0.17600000000000002,0.20879999999999999,0.2458,388,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2515
SLE,prevalence,lab,NA,FSW,Kenema,NA,NA,2021,NA,NA,NA,0.0508,0.0833,0.13390000000000002,228,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2516
RWA,prevalence,lab,NA,MSM,Kigali,NA,NA,2018,NA,NA,NA,NA,0.102,NA,630,"HIV infection and engagement in HIV care cascade among men who have sex with men and transgender women in Kigali, Rwanda: a cross-sectional study",https://pubmed.ncbi.nlm.nih.gov/33000912/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,168,2517
SLE,prevalence,lab,NA,PWID,Kenema,NA,NA,2021,NA,NA,NA,0.02,0.050300000000000004,0.1209,133,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2518
SLE,prevalence,lab,NA,TGW,Bo,NA,NA,2021,NA,NA,NA,0.83,0.0218,0.0556,93,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2519
SLE,prevalence,lab,NA,TGW,Bombali,NA,NA,2021,NA,NA,NA,0.0246,0.0509,0.1023,88,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2520
SLE,prevalence,lab,NA,FSW,Lingui,NA,NA,2021,NA,NA,NA,0.059000000000000004,0.11109999999999999,0.19949999999999998,225,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2521
SLE,prevalence,lab,NA,FSW,Makeni,NA,NA,2021,NA,NA,NA,0.029900000000000003,0.0538,0.095,223,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2522
SLE,prevalence,lab,NA,TGW,Kenema,NA,NA,2021,NA,NA,NA,0.0048,0.019299999999999998,0.0736,96,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2523
SLE,prevalence,lab,NA,PWID,Port Loko,NA,NA,2021,NA,NA,NA,0.31,0.0149,0.0689,172,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2524
SLE,prevalence,lab,NA,FSW,Waterloo,NA,NA,2021,NA,NA,NA,0.025699999999999997,0.0432,0.0717,162,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2525
SLE,prevalence,lab,NA,MSM,Bo,NA,NA,2021,NA,NA,NA,0.002,0.013999999999999999,0.09380000000000001,75,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2526
SLE,prevalence,lab,NA,PWID,Western Area Rural,NA,NA,2021,NA,NA,NA,0.004,0.0281,0.17329999999999998,110,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2527
SLE,prevalence,lab,NA,TGW,Western Area Rural,NA,NA,2021,NA,NA,NA,0.0683,0.133,0.2429,65,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2528
SLE,prevalence,lab,NA,MSM,Bombali,NA,NA,2021,NA,NA,NA,2e-4,0.0014,0.0104,89,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2529
SLE,prevalence,lab,NA,PWID,Western Area Urban,NA,NA,2021,NA,NA,NA,0.0253,0.055,0.11560000000000001,273,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2530
SLE,prevalence,lab,NA,TGW,Western Area Urban,NA,NA,2021,NA,NA,NA,0.0213,0.0431,0.08529999999999999,145,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2531
SLE,prevalence,lab,NA,PWID,Sierra Leone,NA,NA,2015,NA,NA,NA,NA,0.085,NA,258,"HIV Sero-Prevalence Study for Key Populations, May 2015",NA,KP Atlas_bd272ed48e18b1271103ed6437df8b65,KP Atlas,27704d53c336edb67e23cdad5ad8894b,Yes,yes,NA,NA,NA,187,2534
SLE,prevalence,lab,NA,TGW,Sierra Leone,NA,NA,2015,NA,NA,NA,NA,0.043,NA,93,"HIV Sero-Prevalence Study for Key Populations, May 2015",NA,KP Atlas_be3a9f7951ee75be95cbd4c18db380d3,KP Atlas,3ccc22d3f5a7fef358497680ae5e0fe1,Yes,yes,NA,NA,NA,187,2536
SLE,prevalence,lab,NA,MSM,Sierra Leone,NA,NA,2015,NA,NA,NA,NA,0.14,NA,408,"HIV Sero-Prevalence Study for Key Populations, May 2015",NA,KP Atlas_0bf2f106a30f45e37dafe16a29955e07,KP Atlas,3e56ab6a9bfb493d35e229a4c1b54a5f,Yes,yes,NA,NA,NA,187,2539
SLE,prevalence,lab,NA,FSW,Sierra Leone,NA,NA,2015,NA,NA,NA,NA,0.067,NA,1490,"HIV Sero-Prevalence Study for Key Populations, May 2015",NA,KP Atlas_e04a84c9464557a595bbc84fb56520dd,KP Atlas,d1247406072e2c3f25d8bcf0179248cb,Yes,yes,NA,NA,NA,187,2540
SSD,prevalence,lab,NA,FSW,Juba,NA,NA,2016,NA,NA,NA,0.336,0.379,0.422,835,Eagle Survey (Juba),NA,CDC_f6fc6463eed602ddbfba3cb36c6133ab,CDC,cf1ea514d5973b7d33b21acb33370914,Yes,yes,NA,NA,NA,188,2541
SSD,prevalence,lab,NA,FSW,Wau,NA,NA,2019,NA,NA,NA,0.040999999999999995,0.067,0.094,679,"BIO-BEHAVIOUR SURVEY AMONG FEMALE SEX WORKERS IN WAU, SOUTH SUDAN EAGLE 11 SURVEY, 2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,190,2542
SSD,prevalence,lab,NA,FSW,Yambio,NA,NA,2019,NA,NA,NA,0.106,0.136,0.165,605,"BIO-BEHAVIOUR SURVEY AMONG FEMALE SEX WORKERS IN YAMBIO, SOUTH SUDAN EAGLE 11 SURVEY, 2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,191,2546
SSD,prevalence,lab,NA,FSW,Nimule,NA,NA,2017,NA,NA,NA,0.19399999999999998,0.24,0.285,409,A Bio-Behavioral HIV Survey of Female Sex Workers in Nimule South Sudan,NA,CDC_28e8b86be8ee08e8ebf77c47ad4cd621,CDC,f729e00724b1a74c93fab5b0c364cc96,Yes,yes,NA,NA,NA,192,2547
SLE,prevalence,lab,NA,MSM,Kenema,NA,NA,2021,NA,NA,NA,0.0011,0.008,0.0555,84,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2569
SWZ,prevalence,lab,NA,FSW,Manzini,NA,NA,2020,NA,NA,NA,0.56,0.633,0.701,266,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2570
SLE,prevalence,lab,NA,MSM,Kono,NA,NA,2021,NA,NA,NA,NA,0,NA,68,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2571
SWZ,prevalence,lab,NA,FSW,Mbabane,NA,NA,2020,NA,NA,NA,0.41100000000000003,0.507,0.602,206,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2572
SLE,prevalence,lab,NA,MSM,Port Loko,NA,NA,2021,NA,NA,NA,NA,0,NA,64,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2573
SWZ,prevalence,lab,NA,FSW,Nhlangano,NA,NA,2020,NA,NA,NA,0.369,0.531,0.637,52,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2574
SLE,prevalence,lab,NA,MSM,Western Area Rural,NA,NA,2021,NA,NA,NA,NA,0,NA,50,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2575
SWZ,prevalence,lab,NA,FSW,Piggs Peak,NA,NA,2020,NA,NA,NA,0.43799999999999994,0.593,0.732,100,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2576
SLE,prevalence,lab,NA,MSM,Western Area Urban,NA,NA,2021,NA,NA,NA,0.0663,0.1198,0.20679999999999998,132,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2577
SWZ,prevalence,lab,NA,FSW,Siteki,NA,NA,2020,NA,NA,NA,0.424,0.68,0.804,52,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2578
SWZ,prevalence,lab,NA,TGW,eSwatini,NA,NA,2020,NA,NA,NA,0.19899999999999998,0.41200000000000003,0.6629999999999999,17,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2579
TGO,prevalence,lab,NA,MSM,Aneho,NA,NA,2011,NA,NA,NA,NA,0.057,NA,35,2011 TOGO 2011 report on behavioural study and HIV prevalence among MSM.pdf,NA,KP Atlas_e0b029c902a84dac60c7f7ee9dfc09a5,KP Atlas,4cdf8acb0c3e6f641d0273030d254ae3,Yes,yes,NA,NA,NA,196,2580
TGO,prevalence,lab,NA,MSM,Kara,NA,NA,2011,NA,NA,NA,NA,0.035,NA,34,2011 TOGO 2011 report on behavioural study and HIV prevalence among MSM.pdf,NA,KP Atlas_d1b9071636be544a8b7aefa8fbc68bb9,KP Atlas,de3981291962226a78bdeae3cdf04d61,Yes,yes,NA,NA,NA,196,2581
TGO,prevalence,lab,NA,MSM,Kpalime,NA,NA,2011,NA,NA,NA,NA,0.044,NA,19,2011 TOGO 2011 report on behavioural study and HIV prevalence among MSM.pdf,NA,KP Atlas_0c260aae96086b1128fbc330e5eb383e,KP Atlas,726ddbf3f2bc5f462585586fc395b9b1,Yes,yes,NA,NA,NA,196,2582
TGO,prevalence,lab,NA,MSM,Lome,NA,NA,2011,NA,NA,NA,NA,0.298,NA,245,2011 TOGO 2011 report on behavioural study and HIV prevalence among MSM.pdf,NA,KP Atlas_86348f7c0f8d1cd1b934f158157195b7,KP Atlas,d4ecb4fe8627d0234f36b38cb9736fed,Yes,yes,NA,NA,NA,196,2583
TGO,prevalence,lab,NA,MSM,Sokode,NA,NA,2011,NA,NA,NA,NA,0,NA,43,2011 TOGO 2011 report on behavioural study and HIV prevalence among MSM.pdf,NA,KP Atlas_a2f07caff7bb4465fedecc19cd777205,KP Atlas,3cb630f0e05b2623f637d7f1a93b6f85,Yes,yes,NA,NA,NA,196,2584
TGO,prevalence,lab,NA,MSM,Togo,NA,NA,2011,NA,NA,NA,0.159,0.196,0.238,408,2011 TOGO 2011 report on behavioural study and HIV prevalence among MSM.pdf,NA,KP Atlas_a692dca443635e9ef6cc87fd926249d7,KP Atlas,73350712b3098d252ce66875cf1c39a6,Yes,yes,NA,NA,NA,196,2585
TGO,prevalence,lab,NA,MSM,Tsevie,NA,NA,2011,NA,NA,NA,NA,0.063,NA,32,2011 TOGO 2011 report on behavioural study and HIV prevalence among MSM.pdf,NA,KP Atlas_09e93b047aa3d98aeef3c4ce9d133517,KP Atlas,014a6c2bf659f3d97d41e555a0a4d15b,Yes,yes,NA,NA,NA,196,2586
TGO,prevalence,lab,NA,FSW,Centrale,NA,NA,2011,NA,NA,NA,NA,0.179,NA,39,EnquÍte comportementale et de seroprevalence du VIH chez les professionnels de sexe et leurs clients au Togo en 2011,https://www.pnls.tg/rapports/Rapport3.pdf,GF_fb4db812bbd733cdc2af4f6eb6ec522a,GF,3bb527ae4654901e5e4f22f65976e4d0,Yes,yes,NA,NA,NA,197,2622
TGO,prevalence,lab,NA,FSW,Kara,NA,NA,2011,NA,NA,NA,NA,0.078,NA,90,EnquÍte comportementale et de seroprevalence du VIH chez les professionnels de sexe et leurs clients au Togo en 2011,https://www.pnls.tg/rapports/Rapport3.pdf,GF_787cfbd7a7b332579403e8e1542492a3,GF,0198baeca7a2f98b36c946615555574d,Yes,yes,NA,NA,NA,197,2623
TGO,prevalence,lab,NA,FSW,Lome,NA,NA,2011,NA,NA,NA,NA,0.194,NA,453,EnquÍte comportementale et de seroprevalence du VIH chez les professionnels de sexe et leurs clients au Togo en 2011,https://www.pnls.tg/rapports/Rapport3.pdf,GF_e4c659a0333d53a8d5c96ea6f6d895c5,GF,4bf603ec10af24dc0da45b1c52233248,Yes,yes,NA,NA,NA,197,2625
TGO,prevalence,lab,NA,FSW,Maritime,NA,NA,2011,NA,NA,NA,NA,0.102,NA,127,EnquÍte comportementale et de seroprevalence du VIH chez les professionnels de sexe et leurs clients au Togo en 2011,https://www.pnls.tg/rapports/Rapport3.pdf,GF_8d01622be7b47ebbb4f43f00f8c1bd4f,GF,1645b6a5f522c1d346060652684bf7fc,Yes,yes,NA,NA,NA,197,2626
TGO,prevalence,lab,NA,FSW,Plateaux,NA,NA,2011,NA,NA,NA,NA,0.074,NA,204,EnquÍte comportementale et de seroprevalence du VIH chez les professionnels de sexe et leurs clients au Togo en 2011,https://www.pnls.tg/rapports/Rapport3.pdf,GF_a3f1b578a78db7122b17f8dce4b23e30,GF,6c62d9a2c1aa0ee9fed07401a74718a3,Yes,yes,NA,NA,NA,197,2628
TGO,prevalence,lab,NA,FSW,Savanes,NA,NA,2011,NA,NA,NA,NA,0.078,NA,193,EnquÍte comportementale et de seroprevalence du VIH chez les professionnels de sexe et leurs clients au Togo en 2011,https://www.pnls.tg/rapports/Rapport3.pdf,GF_5b815d5bbc2c1b6681f18acb96401fb1,GF,24b7f5460a45ca79c4625c59f88113c0,Yes,yes,NA,NA,NA,197,2629
TGO,prevalence,lab,NA,FSW,Kara,NA,NA,2014,NA,NA,NA,NA,0.1,NA,330,Examining Risk Factors for HIV and Access to Services among Female Sex Workers and Men who have Sex with Men in Togo,https://www.jhsph.edu/research/centers-and-institutes/research-to-prevention/publications/togo-brief.pdf,GF_a471b23c765d4fe3ad3fc8d10eb448de,GF,c7b94abd8c8b3fc3762e55772c07458b,Yes,yes,NA,NA,NA,198,2630
TGO,prevalence,lab,NA,MSM,Kara,NA,NA,2014,NA,NA,NA,NA,0.006,NA,329,Examining Risk Factors for HIV and Access to Services among Female Sex Workers and Men who have Sex with Men in Togo,https://www.jhsph.edu/research/centers-and-institutes/research-to-prevention/publications/togo-brief.pdf,KP Atlas_7ebeb688d70724bc114cd60037025005,KP Atlas,ba922f05aa1427b59ba61b455b34f8f6,Yes,yes,NA,NA,NA,198,2632
TGO,prevalence,lab,NA,FSW,Lome,NA,NA,2014,NA,NA,NA,NA,0.271,NA,354,Examining Risk Factors for HIV and Access to Services among Female Sex Workers and Men who have Sex with Men in Togo,https://www.jhsph.edu/research/centers-and-institutes/research-to-prevention/publications/togo-brief.pdf,GF_41f4990767b9395210b1a4ae1e219784,GF,eb58fedae96e2cd10d1b604c25465acf,Yes,yes,NA,NA,NA,198,2634
TGO,prevalence,lab,NA,MSM,Lome,NA,NA,2014,NA,NA,NA,NA,0.185,NA,354,Examining Risk Factors for HIV and Access to Services among Female Sex Workers and Men who have Sex with Men in Togo,https://www.jhsph.edu/research/centers-and-institutes/research-to-prevention/publications/togo-brief.pdf,KP Atlas_4fbb65ed6081c9457914925f85b324b9,KP Atlas,5afc7ecaa19073a446c255cd46ddae15,Yes,yes,NA,NA,NA,198,2635
TGO,prevalence,lab,NA,FSW,Centrale,NA,NA,2015,NA,NA,NA,NA,0.157,NA,51,EnquÍte sero-comportementale VIH de deuxiËme generation chez les professionnelles du sexe et leurs clients au Togo,NA,KP Atlas_95c6896f1b52628bd412ff99184b37b4,KP Atlas,104f2fb32205ab311f6943d94ced1dd1,Yes,yes,NA,NA,NA,199,2636
TGO,prevalence,lab,NA,FSW,Kara,NA,NA,2015,NA,NA,NA,NA,0.02,NA,99,EnquÍte sero-comportementale VIH de deuxiËme generation chez les professionnelles du sexe et leurs clients au Togo,NA,KP Atlas_a187aa37388a957cea88bdb7b574ef1c,KP Atlas,f3cd7b91b400c0f5ecb5246b79ded025,Yes,yes,NA,NA,NA,199,2637
TGO,prevalence,lab,NA,FSW,Lome,NA,NA,2015,NA,NA,NA,NA,0.134,NA,545,EnquÍte sero-comportementale VIH de deuxiËme generation chez les professionnelles du sexe et leurs clients au Togo,NA,KP Atlas_15143ef5f619b686bb7cf5975180f2fe,KP Atlas,899fb8390550f574307d4f2f32108a5d,Yes,yes,NA,NA,NA,199,2638
TGO,prevalence,lab,NA,FSW,Maritime,NA,NA,2015,NA,NA,NA,NA,0.155,NA,200,EnquÍte sero-comportementale VIH de deuxiËme generation chez les professionnelles du sexe et leurs clients au Togo,NA,KP Atlas_98c571c3f6d99db3f97f78a1cc1d9e88,KP Atlas,0af38a1340bb601897c5e34f896007b1,Yes,yes,NA,NA,NA,199,2639
TGO,prevalence,lab,NA,FSW,Plateaux,NA,NA,2015,NA,NA,NA,NA,0.066,NA,182,EnquÍte sero-comportementale VIH de deuxiËme generation chez les professionnelles du sexe et leurs clients au Togo,NA,KP Atlas_e0f299d84b9d997aed1eb2951caab42b,KP Atlas,75a0481ae199f9f8de0b473e39378f0d,Yes,yes,NA,NA,NA,199,2640
TGO,prevalence,lab,NA,FSW,Savanes,NA,NA,2015,NA,NA,NA,NA,0.112,NA,107,EnquÍte sero-comportementale VIH de deuxiËme generation chez les professionnelles du sexe et leurs clients au Togo,NA,KP Atlas_db3bec0817b8504d9e27e355d58e9b75,KP Atlas,0f4d0da5ac14c7fbfea317749b7ff4fc,Yes,yes,NA,NA,NA,199,2641
TGO,prevalence,lab,NA,FSW,Togo,NA,NA,2015,NA,NA,NA,NA,0.117,NA,1184,EnquÍte sero-comportementale VIH de deuxiËme generation chez les professionnelles du sexe et leurs clients au Togo,NA,KP Atlas_b77a75fe363c8261396dea062b661832,KP Atlas,404e8e56f4f4c622f7ef3b1bcd6f0ff5,Yes,yes,NA,NA,NA,199,2642
TGO,prevalence,lab,NA,FSW,Atakpame,NA,NA,2017,NA,NA,NA,NA,0.034,NA,59,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,199,2644
TGO,prevalence,lab,NA,FSW,Kpalime,NA,NA,2017,NA,NA,NA,NA,0.136,NA,59,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,199,2647
TGO,prevalence,lab,NA,FSW,Sokode,NA,NA,2017,NA,NA,NA,NA,0.083,NA,60,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,199,2649
SWZ,prevalence,lab,NA,MSM,Manzini,NA,NA,2020,NA,NA,NA,0.166,0.23399999999999999,0.319,152,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2650
SWZ,prevalence,lab,NA,MSM,Mbabane,NA,NA,2020,NA,NA,NA,0.069,0.111,0.175,146,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2651
SWZ,prevalence,lab,NA,MSM,Nhlangano,NA,NA,2020,NA,NA,NA,0.07200000000000001,0.205,0.462,34,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2652
SWZ,prevalence,lab,NA,MSM,Piggs Peak,NA,NA,2020,NA,NA,NA,0.13,0.223,0.35600000000000004,53,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2653
SWZ,prevalence,lab,NA,MSM,Siteki,NA,NA,2020,NA,NA,NA,0.252,0.43799999999999994,0.642,30,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,195,2654
BFA,prevalence,lab,NA,TGW,"Bobo-Dioulasso, Ouagadougou",NA,NA,2016,NA,NA,NA,NA,0.051,NA,5,Stahlman et al,https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC4949310/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,200,2656
TGO,prevalence,lab,NA,TGW,"Kara, Lome",NA,NA,2013,NA,NA,NA,NA,0.188,NA,9,Stahlman et al 2016,https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC4949310/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,200,2657
TGO,prevalence,lab,NA,FSW,Aneho,NA,NA,2017,NA,NA,NA,NA,0.07,NA,57,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,203,2658
TGO,prevalence,lab,NA,FSW,Dapaong,NA,NA,2017,NA,NA,NA,NA,0.031,NA,65,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,203,2660
TGO,prevalence,lab,NA,FSW,Kara,NA,NA,2017,NA,NA,NA,NA,0.268,NA,71,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,KP Atlas_492a11b57134ae24f1c21611c3bfc2ee,KP Atlas,ce1b1e9a05d7f559feb5a738d205ed79,Yes,yes,NA,NA,NA,203,2661
TGO,prevalence,lab,NA,FSW,Lome,NA,NA,2017,NA,NA,NA,NA,0.149,NA,571,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,203,2662
TGO,prevalence,lab,NA,FSW,Tsevie,NA,NA,2017,NA,NA,NA,NA,0.115,NA,61,Enque_te sero-comportementale de deuxieme generation chez les professionnelles du sexe et leurs clients au Togo en 2017 o-en,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,203,2663
TGO,prevalence,lab,NA,PWID,Atakpame,NA,NA,2011,NA,NA,NA,NA,0,NA,32,EnquÍte comportementale et de seroprevalence du VIH chez les utilisateurs de drogues au Togo en 2011,https://www.pnls.tg/rapports/Rapport1.pdf,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,205,2664
TGO,prevalence,lab,NA,PWID,Dapaong,NA,NA,2011,NA,NA,NA,NA,0.035,NA,28,EnquÍte comportementale et de seroprevalence du VIH chez les utilisateurs de drogues au Togo en 2011,https://www.pnls.tg/rapports/Rapport1.pdf,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,205,2665
TGO,prevalence,lab,NA,PWID,Kara,NA,NA,2011,NA,NA,NA,NA,0.044,NA,45,EnquÍte comportementale et de seroprevalence du VIH chez les utilisateurs de drogues au Togo en 2011,https://www.pnls.tg/rapports/Rapport1.pdf,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,205,2666
TGO,prevalence,lab,NA,PWID,Kpalime,NA,NA,2011,NA,NA,NA,NA,0,NA,18,EnquÍte comportementale et de seroprevalence du VIH chez les utilisateurs de drogues au Togo en 2011,https://www.pnls.tg/rapports/Rapport1.pdf,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,205,2667
TGO,prevalence,lab,NA,PWID,Lome,NA,NA,2011,NA,NA,NA,NA,0.064,NA,234,EnquÍte comportementale et de seroprevalence du VIH chez les utilisateurs de drogues au Togo en 2011,https://www.pnls.tg/rapports/Rapport1.pdf,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,205,2668
TGO,prevalence,lab,NA,PWID,Sokode,NA,NA,2011,NA,NA,NA,NA,0.094,NA,24,EnquÍte comportementale et de seroprevalence du VIH chez les utilisateurs de drogues au Togo en 2011,https://www.pnls.tg/rapports/Rapport1.pdf,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,205,2669
TGO,prevalence,lab,NA,MSM,Aneho,NA,NA,2015,NA,NA,NA,NA,0.241,NA,29,2015 Rapport_Etude SSG HSH_13 juin 2015_30_09_0K(1).pdf,NA,KP Atlas_ffa253c45a9068bce1c8b2e605f1310d,KP Atlas,af0931adacbf4e4d09330037b7ca45f7,Yes,yes,NA,NA,NA,206,2670
TGO,prevalence,lab,NA,MSM,Atakpame,NA,NA,2015,NA,NA,NA,NA,0,NA,40,2015 Rapport_Etude SSG HSH_13 juin 2015_30_09_0K(1).pdf,NA,GF_a857f65851e5066438512ddd7d759cdd,GF,df283d675dbafbfa0d007b60af8b00a2,Yes,yes,NA,NA,NA,206,2671
TGO,prevalence,lab,NA,MSM,Dapaong,NA,NA,2015,NA,NA,NA,NA,0.025,NA,40,2015 Rapport_Etude SSG HSH_13 juin 2015_30_09_0K(1).pdf,NA,KP Atlas_dc9c8b436b2b0e405cb6986265803922,KP Atlas,d0bbf5b773cbf244468adf3e0def9656,Yes,yes,NA,NA,NA,206,2672
